"Time(input)","Time(AQMS)","Longitude","Latitude","AQHI","AR%","AR%(PM)","AR%(NO2)","AR%(O3)","AR%(SO2)","PM10(ug/m3)","PM2.5(ug/m3)","NO2(ug/m3)","O3(ug/m3)","SO2(ug/m3)"
"2024070309","2024070309",114.26641240,22.31605350,2.000000,2.045135,0.260854,0.873989,0.853037,0.057255,10.551531,5.013937,20.288881,19.921431,5.501161
"2024070309","2024070309",114.26589620,22.31555370,2.000000,2.421883,0.378476,1.211425,0.773890,0.058091,16.158279,8.737785,30.591118,17.620634,5.511561
"2024070309","2024070309",114.26591120,22.31554600,2.000000,2.421883,0.378476,1.211425,0.773890,0.058091,16.158279,8.737785,30.591118,17.620634,5.511561
"2024070309","2024070309",114.26479890,22.31565210,1.000000,1.876739,0.205652,0.732230,0.879968,0.058888,7.857478,3.265096,15.056650,21.476967,5.483924
"2024070309","2024070309",114.26466280,22.31631530,2.000000,2.507756,0.401072,1.244132,0.804229,0.058322,15.240692,8.174946,27.725149,19.354439,5.439986
"2024070309","2024070309",114.26549930,22.31816550,2.000000,2.251508,0.328648,1.099168,0.767721,0.055970,13.952287,7.268712,27.187737,17.845600,5.376572
"2024070309","2024070309",114.26574930,22.31924890,2.000000,2.101327,0.282120,0.941135,0.823186,0.054887,11.534215,5.641951,21.993338,19.566704,5.336335
"2024070309","2024070309",114.26755080,22.31869890,2.000000,2.029187,0.259916,0.847372,0.867609,0.054290,10.614479,4.990363,20.051907,20.062330,5.417828
"2024070309","2024070309",114.26752560,22.31868990,2.000000,2.137315,0.295220,0.972930,0.814780,0.054384,12.263285,6.085337,24.016340,18.412325,5.421530
"2024070309","2024070309",114.26756410,22.31865620,2.000000,2.137315,0.295220,0.972930,0.814780,0.054384,12.263285,6.085337,24.016340,18.412325,5.421530
"2024070309","2024070309",114.26911780,22.31747520,2.000000,2.222449,0.321827,1.013651,0.832876,0.054094,13.808811,7.079613,26.139053,18.372957,5.517004
"2024070309","2024070309",114.26983040,22.31692450,2.000000,2.343346,0.360948,1.127411,0.801077,0.053910,15.395112,8.117813,29.231770,17.463190,5.560419
"2024070309","2024070309",114.27099840,22.31767830,2.000000,2.361204,0.364392,1.043544,0.900645,0.052623,16.078094,8.522147,27.886204,19.716505,5.569961
"2024070309","2024070309",114.27009880,22.32008640,2.000000,2.173761,0.310084,0.965241,0.846505,0.051930,13.525583,6.819668,25.801163,18.120516,5.467974
"2024070309","2024070309",114.26908090,22.32167040,2.000000,2.257817,0.336461,1.036765,0.833160,0.051432,13.468966,6.787160,24.483917,19.435717,5.368631
"2024070309","2024070309",114.26885090,22.32277760,2.000000,2.159926,0.309137,1.004824,0.795116,0.050848,13.003922,6.468970,25.746237,17.428278,5.321854
"2024070309","2024070309",114.26858470,22.32398880,2.000000,2.296044,0.354033,1.150332,0.741556,0.050122,16.594732,8.837296,32.572407,15.668311,5.263871
"2024070309","2024070309",114.26672850,22.32563140,2.000000,2.213620,0.325955,1.027203,0.811128,0.049333,14.254278,7.317244,26.457460,18.642792,5.102542
"2024070309","2024070309",114.26513540,22.32754740,2.000000,2.206215,0.324377,1.051359,0.781406,0.049073,13.899364,7.129897,25.956463,18.721954,5.019555
"2024070309","2024070309",114.26326490,22.32982590,2.000000,2.230113,0.333101,1.107522,0.741055,0.048435,14.285639,7.462336,27.209558,18.086117,4.908540
"2024070309","2024070309",114.26278170,22.33032250,2.000000,2.066841,0.283234,0.992659,0.742668,0.048281,12.000975,5.963654,23.790394,18.251509,4.882042
"2024070309","2024070309",114.26248460,22.33060200,2.000000,2.104708,0.294567,1.014958,0.746963,0.048220,12.094477,6.031446,23.500587,18.688684,4.864674
"2024070309","2024070309",114.26248150,22.33060520,2.000000,2.104708,0.294567,1.014958,0.746963,0.048220,12.094477,6.031446,23.500587,18.688684,4.864674
"2024070309","2024070309",114.26248070,22.33060590,2.000000,2.104708,0.294567,1.014958,0.746963,0.048220,12.094477,6.031446,23.500587,18.688684,4.864674
"2024070309","2024070309",114.26291550,22.33144630,2.000000,2.066001,0.282557,0.973974,0.761577,0.047893,11.431535,5.591482,21.931000,19.285471,4.889312
"2024070309","2024070309",114.26321380,22.33276160,2.000000,1.974819,0.254318,0.892624,0.780403,0.047473,10.130876,4.724805,19.737886,19.570559,4.905764
"2024070309","2024070309",114.26285500,22.33336400,1.000000,1.818945,0.206698,0.784131,0.780766,0.047349,7.930374,3.287162,16.535313,19.644346,4.878076
"2024070309","2024070309",114.26310820,22.33353860,1.000000,1.818945,0.206698,0.784131,0.780766,0.047349,7.930374,3.287162,16.535313,19.644346,4.878076
"2024070309","2024070309",114.26295430,22.33403660,1.000000,1.787412,0.196812,0.746276,0.797609,0.046715,7.568958,3.058480,15.782084,19.832846,4.876593
"2024070309","2024070309",114.26280340,22.33460560,1.000000,1.787412,0.196812,0.746276,0.797609,0.046715,7.568958,3.058480,15.782084,19.832846,4.876593
"2024070309","2024070309",114.26273370,22.33495210,1.000000,1.787412,0.196812,0.746276,0.797609,0.046715,7.568958,3.058480,15.782084,19.832846,4.876593
"2024070309","2024070309",114.26270910,22.33579470,1.000000,1.779219,0.193783,0.722546,0.816708,0.046182,7.481353,2.975268,15.434834,20.018301,4.864313
"2024070309","2024070309",114.26267840,22.33666920,1.000000,1.779219,0.193783,0.722546,0.816708,0.046182,7.481353,2.975268,15.434834,20.018301,4.864313
"2024070309","2024070309",114.26308130,22.33740200,1.000000,1.779219,0.193783,0.722546,0.816708,0.046182,7.481353,2.975268,15.434834,20.018301,4.864313
"2024070309","2024070309",114.26361430,22.33768230,1.000000,1.773820,0.191827,0.705362,0.830982,0.045650,7.461762,2.937130,15.409210,19.972250,4.852035
"2024070309","2024070309",114.26355350,22.33775990,1.000000,1.773820,0.191827,0.705362,0.830982,0.045650,7.461762,2.937130,15.409210,19.972250,4.852035
"2024070309","2024070309",114.26368100,22.33900300,1.000000,1.773173,0.191447,0.700764,0.835346,0.045615,7.419527,2.906440,15.162300,20.160877,4.852211
"2024070309","2024070309",114.26385410,22.33850930,1.000000,1.775200,0.190704,0.672207,0.865776,0.046513,7.482212,2.839314,14.927044,20.368773,5.014788
"2024070309","2024070309",114.26361400,22.33779200,1.000000,1.773820,0.191827,0.705362,0.830982,0.045650,7.461762,2.937130,15.409210,19.972250,4.852035
"2024070310","2024070310",114.26353670,22.33776670,2.000000,2.007550,0.214428,0.677009,1.052737,0.063377,8.167117,3.477617,14.915197,23.511641,4.501335
"2024070311","2024070311",114.26353570,22.33776760,2.000000,2.245559,0.224996,0.599175,1.371929,0.049459,8.265102,3.811394,9.835541,36.413464,1.293769
"2024070311","2024070311",114.26408260,22.33764220,2.000000,2.238895,0.223141,0.558398,1.407501,0.049854,8.195321,3.658456,8.811583,37.139511,1.267436
"2024070311","2024070311",114.26399560,22.33752320,2.000000,2.238895,0.223141,0.558398,1.407501,0.049854,8.195321,3.658456,8.811583,37.139511,1.267436
"2024070311","2024070311",114.26435580,22.33716040,2.000000,2.244182,0.223596,0.560264,1.409977,0.050345,8.187631,3.709329,8.832396,37.164055,1.292143
"2024070311","2024070311",114.26436240,22.33721620,2.000000,2.244182,0.223596,0.560264,1.409977,0.050345,8.187631,3.709329,8.832396,37.164055,1.292143
"2024070311","2024070311",114.26437840,22.33722610,2.000000,2.244182,0.223596,0.560264,1.409977,0.050345,8.187631,3.709329,8.832396,37.164055,1.292143
"2024070311","2024070311",114.26397890,22.33755450,2.000000,2.238895,0.223141,0.558398,1.407501,0.049854,8.195321,3.658456,8.811583,37.139511,1.267436
"2024070312","2024070312",114.26397370,22.33754110,2.000000,2.501611,0.216116,0.432800,1.823806,0.028889,6.736947,3.253623,6.525251,44.391056,0.502191
"2024070312","2024070312",114.26393670,22.33751220,2.000000,2.504420,0.216037,0.434360,1.824724,0.029299,6.712467,3.292918,6.563226,44.331371,0.485326
"2024070312","2024070312",114.26369350,22.33764430,2.000000,2.511752,0.218754,0.482707,1.781286,0.029004,6.799626,3.391232,7.621684,43.602695,0.449389
"2024070312","2024070312",114.26357900,22.33772490,2.000000,2.511752,0.218754,0.482707,1.781286,0.029004,6.799626,3.391232,7.621684,43.602695,0.449389
"2024070312","2024070312",114.26376190,22.33771500,2.000000,2.511752,0.218754,0.482707,1.781286,0.029004,6.799626,3.391232,7.621684,43.602695,0.449389
"2024070312","2024070312",114.26367790,22.33793300,2.000000,2.511752,0.218754,0.482707,1.781286,0.029004,6.799626,3.391232,7.621684,43.602695,0.449389
"2024070312","2024070312",114.26387440,22.33795930,2.000000,2.501611,0.216116,0.432800,1.823806,0.028889,6.736947,3.253623,6.525251,44.391056,0.502191
"2024070312","2024070312",114.26373180,22.33770280,2.000000,2.511752,0.218754,0.482707,1.781286,0.029004,6.799626,3.391232,7.621684,43.602695,0.449389
"2024070312","2024070312",114.26364890,22.33771830,2.000000,2.511752,0.218754,0.482707,1.781286,0.029004,6.799626,3.391232,7.621684,43.602695,0.449389
"2024070312","2024070312",114.26393090,22.33748060,2.000000,2.504420,0.216037,0.434360,1.824724,0.029299,6.712467,3.292918,6.563226,44.331371,0.485326
"2024070312","2024070312",114.26388210,22.33758710,2.000000,2.501611,0.216116,0.432800,1.823806,0.028889,6.736947,3.253623,6.525251,44.391056,0.502191
"2024070312","2024070312",114.26395050,22.33752070,2.000000,2.501611,0.216116,0.432800,1.823806,0.028889,6.736947,3.253623,6.525251,44.391056,0.502191
"2024070312","2024070312",114.26388970,22.33753150,2.000000,2.501611,0.216116,0.432800,1.823806,0.028889,6.736947,3.253623,6.525251,44.391056,0.502191
"2024070312","2024070312",114.26388890,22.33752410,2.000000,2.501611,0.216116,0.432800,1.823806,0.028889,6.736947,3.253623,6.525251,44.391056,0.502191
"2024070312","2024070312",114.26374290,22.33764060,2.000000,2.511752,0.218754,0.482707,1.781286,0.029004,6.799626,3.391232,7.621684,43.602695,0.449389
"2024070616","2024070616",114.18158040,22.25055800,2.000000,3.154819,0.270789,0.757039,2.037313,0.089678,8.118540,3.927254,14.115844,42.803001,6.026182
"2024070617","2024070617",114.18158010,22.25055910,2.000000,3.072160,0.242726,0.593406,2.164911,0.071117,6.927415,3.170357,9.081820,43.347244,1.615307
"2024070617","2024070617",114.18161720,22.25051950,2.000000,3.072160,0.242726,0.593406,2.164911,0.071117,6.927415,3.170357,9.081820,43.347244,1.615307
"2024070617","2024070617",114.18156130,22.25054630,2.000000,3.072160,0.242726,0.593406,2.164911,0.071117,6.927415,3.170357,9.081820,43.347244,1.615307
"2024070617","2024070617",114.18157760,22.25055400,2.000000,3.072160,0.242726,0.593406,2.164911,0.071117,6.927415,3.170357,9.081820,43.347244,1.615307
"2024070617","2024070617",114.18151970,22.25056230,2.000000,3.055224,0.237733,0.579946,2.166630,0.070915,6.863399,3.138224,9.069050,43.253426,1.635425
"2024070617","2024070617",114.18154870,22.25054590,2.000000,3.072160,0.242726,0.593406,2.164911,0.071117,6.927415,3.170357,9.081820,43.347244,1.615307
"2024070618","2024070618",114.18156670,22.25055110,2.000000,2.893049,0.190431,0.463459,2.188818,0.050340,5.180855,1.358607,7.886869,40.808422,3.195367
"2024070619","2024070619",114.18157730,22.25055340,2.000000,2.719059,0.166789,0.379636,2.121478,0.051155,5.609502,1.952539,8.504419,38.937756,6.201611
"2024070619","2024070619",114.18155730,22.25053600,2.000000,2.719059,0.166789,0.379636,2.121478,0.051155,5.609502,1.952539,8.504419,38.937756,6.201611
"2024070619","2024070619",114.18156410,22.25055290,2.000000,2.719059,0.166789,0.379636,2.121478,0.051155,5.609502,1.952539,8.504419,38.937756,6.201611
"2024070619","2024070619",114.18154980,22.25054270,2.000000,2.719059,0.166789,0.379636,2.121478,0.051155,5.609502,1.952539,8.504419,38.937756,6.201611
"2024070620","2024070620",114.18154150,22.25056740,2.000000,2.511828,0.146952,0.397721,1.902408,0.064747,5.098158,1.989672,10.384354,31.056549,4.523035
"2024070621","2024070621",114.18153730,22.25056560,2.000000,2.309402,0.152561,0.475894,1.605924,0.075023,5.671920,2.263217,13.137215,23.546211,5.415867
"2024070621","2024070621",114.18154580,22.25052980,2.000000,2.322677,0.156114,0.472906,1.618650,0.075007,5.655285,2.241889,12.886307,23.775631,5.411592
"2024070621","2024070621",114.18157490,22.25055150,2.000000,2.322677,0.156114,0.472906,1.618650,0.075007,5.655285,2.241889,12.886307,23.775631,5.411592
"2024070621","2024070621",114.18154370,22.25055890,2.000000,2.309402,0.152561,0.475894,1.605924,0.075023,5.671920,2.263217,13.137215,23.546211,5.415867
"2024070707","2024070707",114.18157250,22.25056320,1.000000,1.793727,0.139342,0.182343,1.433956,0.038085,5.045558,0.111584,6.862374,24.588026,5.947087
"2024070708","2024070708",114.18156440,22.25055300,2.000000,1.882693,0.155707,0.284762,1.375667,0.066556,7.225579,2.049916,12.253826,23.614456,8.379502
"2024070709","2024070709",114.18157610,22.25055160,2.000000,2.009784,0.177725,0.426156,1.306864,0.099039,6.607314,1.911673,9.471665,27.930119,6.988560
"2024070710","2024070710",114.18158090,22.25055250,2.000000,2.238114,0.188909,0.582780,1.339664,0.126761,6.232417,1.720622,17.338749,26.486191,11.909581
"2024070711","2024070711",114.18567720,22.25338250,2.000000,2.471774,0.194313,0.522853,1.648721,0.105888,6.840084,2.869267,11.755892,37.181118,6.733893
"2024070712","2024070712",114.19093780,22.26010790,2.000000,2.613649,0.148688,0.327825,2.075351,0.061784,5.222362,2.038507,7.645569,44.360390,3.724541
"2024070712","2024070712",114.18777890,22.26293870,2.000000,2.706408,0.180331,0.476095,1.983844,0.066138,6.220294,2.735855,9.927852,43.667587,3.524373
"2024070712","2024070712",114.18731680,22.26237940,2.000000,2.794079,0.209831,0.561730,1.953845,0.068673,7.548851,3.599509,12.296373,43.047318,3.568940
"2024070712","2024070712",114.16127420,22.27281420,2.000000,2.727905,0.168593,0.498861,2.025975,0.034476,5.804234,2.752866,10.607421,44.437988,2.629835
"2024070712","2024070712",114.15891420,22.27357950,2.000000,2.800652,0.191319,0.563957,2.012950,0.032426,6.596864,3.292988,12.245552,43.841309,2.577553
"2024070712","2024070712",114.15896150,22.27396930,2.000000,2.787098,0.187657,0.564665,2.002739,0.032037,6.575477,3.286667,12.476789,43.600021,2.558523
"2024070712","2024070712",114.15868290,22.27406670,2.000000,2.784211,0.186628,0.559285,2.006507,0.031791,6.494907,3.234606,12.328073,43.622398,2.552193
"2024070712","2024070712",114.15652130,22.27477530,2.000000,2.793166,0.188634,0.548521,2.026100,0.029911,6.678058,3.365256,12.516873,43.629150,2.500918
"2024070712","2024070712",114.15491010,22.27583690,2.000000,3.581202,0.438238,1.277979,1.836958,0.028026,14.372714,8.475452,26.517437,40.563942,2.439135
"2024070712","2024070712",114.15735180,22.27724490,2.000000,3.636839,0.463384,1.504715,1.640867,0.027875,15.013149,8.931597,30.402578,37.750229,2.392251
"2024070712","2024070712",114.15845250,22.27764340,2.000000,3.365780,0.382022,1.348967,1.606764,0.028027,13.020573,7.624491,29.399479,35.950127,2.382136
"2024070712","2024070712",114.15886280,22.27752720,2.000000,3.030122,0.267626,0.865521,1.868649,0.028326,8.953802,4.930174,18.232508,41.421928,2.389215
"2024070712","2024070712",114.15675940,22.27670490,2.000000,2.692961,0.159464,0.503864,2.001520,0.028113,5.710876,2.754846,11.726050,43.131035,2.413380
"2024070712","2024070712",114.15596780,22.27581070,2.000000,2.880415,0.218887,0.679772,1.953220,0.028537,7.664720,4.033509,15.241655,42.323479,2.446429
"2024070712","2024070712",114.15759600,22.27527330,2.000000,2.872674,0.217823,0.700946,1.923888,0.030016,7.546850,3.951428,15.328455,42.107780,2.487065
"2024070712","2024070712",114.15916270,22.27537430,2.000000,2.888652,0.221766,0.705442,1.930738,0.030706,7.761832,4.099949,15.552022,42.297897,2.493984
"2024070712","2024070712",114.15939130,22.27537440,2.000000,2.849971,0.209489,0.669389,1.940264,0.030829,7.363574,3.836420,14.833754,42.458557,2.496140
"2024070712","2024070712",114.15937570,22.27532350,2.000000,2.783356,0.188537,0.609285,1.954672,0.030863,6.575588,3.313674,13.434813,42.728058,2.497602
"2024070712","2024070712",114.15941280,22.27532300,2.000000,2.783356,0.188537,0.609285,1.954672,0.030863,6.575588,3.313674,13.434813,42.728058,2.497602
"2024070712","2024070712",114.15939950,22.27531770,2.000000,2.783356,0.188537,0.609285,1.954672,0.030863,6.575588,3.313674,13.434813,42.728058,2.497602
"2024070712","2024070712",114.15937600,22.27533580,2.000000,2.849971,0.209489,0.669389,1.940264,0.030829,7.363574,3.836420,14.833754,42.458557,2.496140
"2024070712","2024070712",114.15936800,22.27530920,2.000000,2.688173,0.158552,0.517448,1.981295,0.030878,5.586814,2.658203,11.498614,43.235657,2.498250
"2024070712","2024070712",114.15936730,22.27530590,2.000000,2.688173,0.158552,0.517448,1.981295,0.030878,5.586814,2.658203,11.498614,43.235657,2.498250
"2024070712","2024070712",114.15935090,22.27532270,2.000000,2.783356,0.188537,0.609285,1.954672,0.030863,6.575588,3.313674,13.434813,42.728058,2.497602
"2024070712","2024070712",114.15937280,22.27532920,2.000000,2.783356,0.188537,0.609285,1.954672,0.030863,6.575588,3.313674,13.434813,42.728058,2.497602
"2024070712","2024070712",114.15940720,22.27541250,2.000000,2.818390,0.199623,0.642729,1.945282,0.030756,6.900422,3.531266,14.037675,42.597885,2.492343
"2024070712","2024070712",114.15955360,22.27539270,2.000000,2.786505,0.188533,0.594171,1.972924,0.030877,6.666453,3.376467,13.275725,43.043495,2.494913
"2024070712","2024070712",114.16003200,22.27571640,2.000000,2.801816,0.193866,0.621072,1.956063,0.030816,6.774912,3.455644,13.664038,42.848114,2.484743
"2024070712","2024070712",114.15917140,22.27632840,2.000000,2.867550,0.215349,0.694436,1.928044,0.029721,7.463331,3.920522,15.220825,42.255219,2.448900
"2024070712","2024070712",114.15743250,22.27719150,3.000000,3.844796,0.531301,1.755575,1.529991,0.027929,17.451202,10.547741,35.982101,35.628838,2.393173
"2024070712","2024070712",114.15974440,22.27817190,2.000000,2.952867,0.245339,0.844832,1.834594,0.028102,8.453612,4.615562,18.384998,40.611885,2.366641
"2024070712","2024070712",114.16196490,22.27989110,2.000000,3.589206,0.452128,1.612596,1.497026,0.027456,15.555339,9.378853,34.912689,34.391487,2.307157
"2024070712","2024070712",114.16328250,22.28026050,2.000000,3.147518,0.308528,1.126899,1.682350,0.029741,10.071116,5.759474,22.847967,38.752808,2.412592
"2024070712","2024070712",114.16330420,22.28026240,2.000000,3.147518,0.308528,1.126899,1.682350,0.029741,10.071116,5.759474,22.847967,38.752808,2.412592
"2024070712","2024070712",114.16407150,22.28084170,2.000000,3.396497,0.384994,1.315554,1.663093,0.032855,12.869013,7.619627,27.403692,38.172058,2.552939
"2024070712","2024070712",114.16380690,22.27997540,2.000000,3.242668,0.339860,1.228431,1.645586,0.028791,11.454821,6.676538,25.446810,38.107574,2.338303
"2024070712","2024070712",114.16334290,22.28077140,2.000000,2.920785,0.239435,0.981538,1.667606,0.032206,8.023943,4.408208,21.157419,37.490799,2.552044
"2024070712","2024070712",114.16429870,22.28033670,2.000000,2.989815,0.264624,1.073187,1.621219,0.030786,8.830531,4.939623,22.785717,36.922661,2.421328
"2024070712","2024070712",114.16648830,22.28012120,2.000000,3.133646,0.309844,1.106205,1.685705,0.031892,9.382475,5.303327,21.183548,39.111153,2.352563
"2024070712","2024070712",114.16791320,22.28088890,2.000000,3.422620,0.401635,1.352634,1.632610,0.035742,12.829604,7.584770,27.460857,37.616173,2.486197
"2024070712","2024070712",114.16880960,22.28083860,2.000000,3.073756,0.293314,1.023456,1.720800,0.036187,9.541996,5.404233,20.812937,39.480568,2.458972
"2024070712","2024070712",114.17130370,22.28055730,2.000000,3.263891,0.359155,1.210293,1.657128,0.037315,12.006426,7.035459,25.531820,37.978142,2.370535
"2024070712","2024070712",114.17199780,22.28088360,2.000000,2.779156,0.206046,0.732229,1.802744,0.038137,6.805735,3.584298,15.269554,40.764717,2.384545
"2024070712","2024070712",114.17200390,22.28101100,2.000000,2.779156,0.206046,0.732229,1.802744,0.038137,6.805735,3.584298,15.269554,40.764717,2.384545
"2024070712","2024070712",114.17214600,22.28099610,2.000000,2.779156,0.206046,0.732229,1.802744,0.038137,6.805735,3.584298,15.269554,40.764717,2.384545
"2024070712","2024070712",114.17233900,22.28091720,2.000000,2.859558,0.231449,0.786221,1.803625,0.038263,7.503279,4.048238,16.038912,40.948967,2.360399
"2024070712","2024070712",114.17235000,22.28093970,2.000000,2.859558,0.231449,0.786221,1.803625,0.038263,7.503279,4.048238,16.038912,40.948967,2.360399
"2024070712","2024070712",114.17236110,22.28091320,2.000000,2.859558,0.231449,0.786221,1.803625,0.038263,7.503279,4.048238,16.038912,40.948967,2.360399
"2024070713","2024070713",114.17232940,22.28090720,2.000000,3.059768,0.227064,0.748290,2.050383,0.034031,7.797336,4.095408,15.573741,44.036873,1.225646
"2024070713","2024070713",114.17233750,22.28091770,2.000000,3.059768,0.227064,0.748290,2.050383,0.034031,7.797336,4.095408,15.573741,44.036873,1.225646
"2024070713","2024070713",114.17233610,22.28091960,2.000000,3.059768,0.227064,0.748290,2.050383,0.034031,7.797336,4.095408,15.573741,44.036873,1.225646
"2024070713","2024070713",114.17234820,22.28093030,2.000000,3.059768,0.227064,0.748290,2.050383,0.034031,7.797336,4.095408,15.573741,44.036873,1.225646
"2024070713","2024070713",114.17234690,22.28091610,2.000000,3.059768,0.227064,0.748290,2.050383,0.034031,7.797336,4.095408,15.573741,44.036873,1.225646
"2024070713","2024070713",114.17233150,22.28091140,2.000000,3.059768,0.227064,0.748290,2.050383,0.034031,7.797336,4.095408,15.573741,44.036873,1.225646
"2024070713","2024070713",114.17234060,22.28091890,2.000000,3.059768,0.227064,0.748290,2.050383,0.034031,7.797336,4.095408,15.573741,44.036873,1.225646
"2024070713","2024070713",114.17233720,22.28085220,2.000000,3.059768,0.227064,0.748290,2.050383,0.034031,7.797336,4.095408,15.573741,44.036873,1.225646
"2024070713","2024070713",114.17232700,22.28085890,2.000000,3.059768,0.227064,0.748290,2.050383,0.034031,7.797336,4.095408,15.573741,44.036873,1.225646
"2024070713","2024070713",114.17235450,22.28090970,2.000000,3.059768,0.227064,0.748290,2.050383,0.034031,7.797336,4.095408,15.573741,44.036873,1.225646
"2024070713","2024070713",114.17230430,22.28088530,2.000000,3.061299,0.227477,0.750246,2.049578,0.033999,7.810395,4.104537,15.608982,44.023632,1.225890
"2024070714","2024070714",114.17182180,22.28122050,2.000000,3.125952,0.190047,0.693282,2.215361,0.027262,7.039105,4.036830,17.624100,43.710247,2.160425
"2024070714","2024070714",114.17086760,22.28032810,2.000000,3.147278,0.196566,0.714152,2.210526,0.026034,7.289743,4.188240,18.041523,43.663548,2.040755
"2024070714","2024070714",114.17176780,22.27937720,3.000000,4.383729,0.589594,1.916776,1.851551,0.025807,23.021194,14.630752,47.934750,36.163490,2.034921
"2024070714","2024070714",114.17617920,22.27962940,3.000000,4.378564,0.592251,2.042001,1.717323,0.026989,23.023600,14.811672,50.175442,34.070747,2.239531
"2024070714","2024070714",114.17974650,22.28101690,2.000000,3.685577,0.372681,1.420157,1.864309,0.028429,14.704597,9.443807,36.974754,35.618591,2.454671
"2024070714","2024070714",114.18015660,22.28164990,2.000000,3.462113,0.302253,1.210366,1.920735,0.028758,11.693655,7.455519,31.030573,37.269447,2.492788
"2024070714","2024070714",114.18066800,22.28077000,3.000000,3.928651,0.450002,1.692328,1.757685,0.028637,15.333623,9.907281,38.040966,35.532669,2.497679
"2024070714","2024070714",114.18116230,22.27716910,2.000000,3.485074,0.304994,1.123452,2.026139,0.030488,12.451305,7.939939,29.925158,39.327332,2.670785
"2024070714","2024070714",114.17963650,22.27326420,2.000000,3.386613,0.269380,0.841330,2.243252,0.032652,10.245750,6.281519,21.709869,43.902618,2.809546
"2024070714","2024070714",114.18053450,22.27081400,2.000000,3.422659,0.271987,0.673596,2.442425,0.034652,10.448848,6.368320,17.131281,48.674606,3.005382
"2024070714","2024070714",114.18025580,22.27007290,2.000000,3.048575,0.158238,0.365179,2.489564,0.035594,6.171214,3.527125,9.725218,49.674736,3.097884
"2024070714","2024070714",114.18016300,22.26982620,2.000000,3.048575,0.158238,0.365179,2.489564,0.035594,6.171214,3.527125,9.725218,49.674736,3.097884
"2024070714","2024070714",114.17668320,22.24834150,2.000000,3.193310,0.229726,0.605247,2.301147,0.057189,8.989877,5.427142,15.926814,45.322895,5.166370
"2024070714","2024070714",114.17862140,22.24901460,2.000000,3.167332,0.222594,0.600914,2.282815,0.061009,8.834863,5.420739,15.969507,44.964844,5.652394
"2024070714","2024070714",114.18079900,22.24981980,2.000000,3.192197,0.230084,0.620376,2.277113,0.064625,9.208902,5.780593,16.749426,44.644020,6.141387
"2024070714","2024070714",114.18094330,22.25053400,2.000000,3.056845,0.186438,0.485307,2.321043,0.064057,7.568293,4.710094,13.611897,45.452911,6.107141
"2024070714","2024070714",114.18152140,22.25039000,2.000000,3.057423,0.186580,0.485491,2.320185,0.065167,7.559714,4.725976,13.666585,45.367897,6.242402
"2024070714","2024070714",114.18156930,22.25048130,2.000000,3.057423,0.186580,0.485491,2.320185,0.065167,7.559714,4.725976,13.666585,45.367897,6.242402
"2024070714","2024070714",114.18154230,22.25054060,2.000000,3.057423,0.186580,0.485491,2.320185,0.065167,7.559714,4.725976,13.666585,45.367897,6.242402
"2024070714","2024070714",114.18157850,22.25053130,2.000000,3.057423,0.186580,0.485491,2.320185,0.065167,7.559714,4.725976,13.666585,45.367897,6.242402
"2024070714","2024070714",114.18152760,22.25040020,2.000000,3.057423,0.186580,0.485491,2.320185,0.065167,7.559714,4.725976,13.666585,45.367897,6.242402
"2024070714","2024070714",114.18151950,22.25041680,2.000000,3.057423,0.186580,0.485491,2.320185,0.065167,7.559714,4.725976,13.666585,45.367897,6.242402
"2024070714","2024070714",114.18154030,22.25042440,2.000000,3.057423,0.186580,0.485491,2.320185,0.065167,7.559714,4.725976,13.666585,45.367897,6.242402
"2024070714","2024070714",114.18153060,22.25040830,2.000000,3.057423,0.186580,0.485491,2.320185,0.065167,7.559714,4.725976,13.666585,45.367897,6.242402
"2024070714","2024070714",114.18154950,22.25055690,2.000000,3.046685,0.183267,0.477753,2.321264,0.064402,7.458923,4.651680,13.477870,45.422581,6.158525
"2024070714","2024070714",114.18154530,22.25055260,2.000000,3.046685,0.183267,0.477753,2.321264,0.064402,7.458923,4.651680,13.477870,45.422581,6.158525
"2024070715","2024070715",114.18155360,22.25053470,2.000000,3.180249,0.198103,0.466590,2.460195,0.055361,7.375325,4.319602,8.208884,50.901711,2.479011
"2024070716","2024070716",114.18154890,22.25052460,2.000000,3.254463,0.207257,0.449304,2.540183,0.057719,7.077093,2.643667,8.261793,50.815723,3.703520
"2024070716","2024070716",114.18153520,22.25052630,2.000000,3.254463,0.207257,0.449304,2.540183,0.057719,7.077093,2.643667,8.261793,50.815723,3.703520
"2024070716","2024070716",114.18151660,22.25054550,2.000000,3.246789,0.205073,0.444570,2.539901,0.057245,6.995224,2.602577,8.212584,50.764923,3.696741
"2024070716","2024070716",114.18153780,22.25054110,2.000000,3.254463,0.207257,0.449304,2.540183,0.057719,7.077093,2.643667,8.261793,50.815723,3.703520
"2024070716","2024070716",114.18154450,22.25055290,2.000000,3.246789,0.205073,0.444570,2.539901,0.057245,6.995224,2.602577,8.212584,50.764923,3.696741
"2024070718","2024070718",114.18158020,22.25053290,2.000000,3.102779,0.209960,0.406601,2.433275,0.052944,7.704398,2.451186,9.921123,42.812885,3.850743
"2024070718","2024070718",114.18157870,22.25051170,2.000000,3.102779,0.209960,0.406601,2.433275,0.052944,7.704398,2.451186,9.921123,42.812885,3.850743
